sale_id,invoice_no,sale_date,store_id,customer_id,product_id,quantity,unit_price,cost_price,discount_pct,total_amount
1044,INV-2024-11-13-0044,11/13/2024,2,594,12,7,1200,789,0.00,8400
1045,INV-2024-07-02-0045,7/2/2024,5,699,17,2,2200,1240,0.05,4180
1046,INV-2023-06-30-0046,6/30/2023,5,534,10,6,1800,1270,0.05,10260
1047,INV-2025-03-11-0047,3/11/2025,8,652,2,4,1200,801,0.00,4800
1048,INV-2024-12-07-0048,12/7/2024,8,643,5,2,700,498,0.00,1400
1049,INV-2025-12-11-0049,12/11/2025,3,537,14,2,1200,759,0.00,2400
1050,INV-2023-11-11-0050,11/11/2023,2,559,13,3,800,487,0.00,2400
1051,INV-2023-08-14-0051,8/14/2023,8,604,10,1,1800,1130,0.05,1710
1052,INV-2024-03-15-0052,3/15/2024,5,521,18,2,750,511,0.10,1350
1053,INV-2024-12-02-0053,12/2/2024,4,585,18,3,750,498,0.00,2250
1054,INV-2025-09-13-0054,9/13/2025,5,601,9,5,2500,1485,0.00,12500
1055,INV-2025-11-21-0055,11/21/2025,7,610,12,7,1200,740,0.00,8400
1056,INV-2024-09-29-0056,9/29/2024,1,513,6,7,500,330,0.10,3150
1057,INV-2025-05-15-0057,5/15/2025,2,558,12,1,1200,735,0.15,1020
1058,INV-2025-11-30-0058,11/30/2025,8,559,1,6,650,410,0.00,3900
1059,INV-2025-01-01-0059,1/1/2025,4,502,12,6,1200,862,0.05,6840
1060,INV-2023-04-25-0060,4/25/2023,6,656,6,8,500,287,0.10,3600
1061,INV-2023-07-10-0061,7/10/2023,4,514,9,5,2500,1779,0.10,11250
1062,INV-2025-01-28-0062,1/28/2025,7,666,3,5,600,399,0.00,3000
1063,INV-2025-07-31-0063,7/31/2025,4,522,9,6,2500,1391,0.00,15000
1064,INV-2025-09-10-0064,9/10/2025,5,540,2,8,1200,672,0.00,9600
1065,INV-2023-10-11-0065,10/11/2023,6,642,1,4,650,433,0.00,2600
1066,INV-2025-01-28-0066,1/28/2025,7,689,11,2,1500,877,0.00,3000
1067,INV-2025-07-30-0067,7/30/2025,3,613,13,8,800,548,0.00,6400
1068,INV-2025-03-29-0068,3/29/2025,2,614,4,6,1500,1025,0.00,9000
1069,INV-2023-08-31-0069,8/31/2023,7,680,10,2,1800,1322,0.05,3420
1070,INV-2025-03-14-0070,3/14/2025,6,525,18,3,750,538,0.00,2250
1071,INV-2025-09-07-0071,9/7/2025,8,540,14,1,1200,875,0.10,1080
1072,INV-2025-12-05-0072,12/5/2025,8,552,16,7,900,619,0.10,5670
1073,INV-2025-09-13-0073,9/13/2025,2,631,18,3,750,528,0.10,2025
1074,INV-2024-01-30-0074,1/30/2024,6,552,6,6,500,313,0.10,2700
1075,INV-2025-08-04-0075,8/4/2025,6,616,19,3,850,549,0.10,2295
1076,INV-2025-05-16-0076,5/16/2025,8,584,8,5,300,186,0.10,1350
1077,INV-2023-08-27-0077,8/27/2023,5,648,3,5,600,375,0.05,2850
1078,INV-2025-10-24-0078,10/24/2025,2,611,18,3,750,559,0.15,1912.5
1079,INV-2025-10-01-0079,10/1/2025,2,600,8,3,300,210,0.00,900
1080,INV-2024-09-19-0080,9/19/2024,3,674,2,6,1200,796,0.15,6120
1081,INV-2025-11-03-0081,11/3/2025,3,586,15,6,3500,2489,0.00,21000
1082,INV-2023-11-16-0082,11/16/2023,4,564,7,6,400,230,0.05,2280
1083,INV-2023-12-11-0083,12/11/2023,6,650,11,6,1500,858,0.05,8550
1084,INV-2024-06-26-0084,6/26/2024,2,656,8,6,300,166,0.05,1710
1085,INV-2024-03-29-0085,3/29/2024,5,671,9,3,2500,1506,0.00,7500
1086,INV-2024-06-11-0086,6/11/2024,5,570,9,3,2500,1812,0.00,7500
1087,INV-2023-09-26-0087,9/26/2023,2,640,18,3,750,493,0.05,2137.5
1088,INV-2023-05-19-0088,5/19/2023,7,579,12,4,1200,775,0.10,4320
1089,INV-2025-06-03-0089,6/3/2025,4,589,17,5,2200,1459,0.10,9900
1090,INV-2024-09-27-0090,9/27/2024,2,560,19,2,850,519,0.00,1700
1091,INV-2024-10-30-0091,10/30/2024,4,527,12,5,1200,745,0.00,6000
1092,INV-2024-07-09-0092,7/9/2024,3,516,1,7,650,432,0.00,4550
1093,INV-2025-05-20-0093,5/20/2025,3,612,3,6,600,404,0.05,3420
1094,INV-2023-11-17-0094,11/17/2023,7,681,5,8,700,412,0.15,4760
1095,INV-2023-08-10-0095,8/10/2023,3,508,10,5,1800,1111,0.05,8550
1096,INV-2023-11-13-0096,11/13/2023,7,539,1,8,650,461,0.10,4680
1097,INV-2023-08-31-0097,8/31/2023,3,544,2,2,1200,687,0.05,2280
1098,INV-2025-04-28-0098,4/28/2025,1,507,5,3,700,481,0.00,2100
1099,INV-2025-07-22-0099,7/22/2025,2,501,7,7,400,287,0.10,2520
1100,INV-2024-12-04-0100,12/4/2024,4,590,12,7,1200,664,0.05,7980
1101,INV-2025-02-14-0101,2/14/2025,6,568,17,6,2200,1439,0.10,11880
1102,INV-2025-10-01-0102,10/1/2025,4,617,14,3,1200,708,0.05,3420
1103,INV-2025-08-31-0103,8/31/2025,8,565,8,6,300,176,0.05,1710
1104,INV-2025-12-06-0104,12/6/2025,5,653,19,1,850,499,0.05,807.5
1105,INV-2025-04-26-0105,4/26/2025,6,517,7,1,400,283,0.00,400
1106,INV-2025-10-28-0106,10/28/2025,4,521,15,4,3500,1956,0.00,14000
1107,INV-2025-11-17-0107,11/17/2025,6,595,3,2,600,449,0.10,1080
1108,INV-2025-05-11-0108,5/11/2025,4,535,11,4,1500,939,0.05,5700
1109,INV-2023-07-07-0109,7/7/2023,8,644,1,1,650,422,0.10,585
1110,INV-2025-06-28-0110,6/28/2025,3,517,5,2,700,414,0.15,1190
1111,INV-2024-05-15-0111,5/15/2024,6,558,5,3,700,405,0.10,1890
1112,INV-2024-04-15-0112,4/15/2024,4,511,5,4,700,509,0.15,2380
1113,INV-2025-09-02-0113,9/2/2025,2,595,9,3,2500,1844,0.00,7500
1114,INV-2025-11-26-0114,11/26/2025,6,548,2,2,1200,734,0.00,2400
1115,INV-2023-09-09-0115,9/9/2023,5,650,17,8,2200,1545,0.05,16720
1116,INV-2023-12-21-0116,12/21/2023,4,524,1,2,650,477,0.00,1300
1117,INV-2024-11-04-0117,11/4/2024,2,542,10,8,1800,1275,0.15,12240
1118,INV-2025-10-13-0118,10/13/2025,8,590,2,4,1200,695,0.15,4080
1119,INV-2023-02-20-0119,2/20/2023,8,674,19,7,850,560,0.05,5652.5
1120,INV-2024-01-17-0120,1/17/2024,3,542,13,4,800,594,0.00,3200
1121,INV-2025-05-18-0121,5/18/2025,8,557,20,2,4500,2894,0.00,9000
1122,INV-2025-03-17-0122,3/17/2025,3,588,10,1,1800,1111,0.10,1620
1123,INV-2025-06-29-0123,6/29/2025,5,677,20,6,4500,2625,0.00,27000
1124,INV-2025-06-11-0124,6/11/2025,7,649,14,8,1200,722,0.15,8160
1125,INV-2025-08-01-0125,8/1/2025,3,560,15,5,3500,2461,0.10,15750
1126,INV-2025-02-18-0126,2/18/2025,7,561,6,6,500,303,0.00,3000
1127,INV-2023-01-07-0127,1/7/2023,6,663,16,2,900,585,0.10,1620
1128,INV-2023-07-04-0128,7/4/2023,8,676,13,5,800,520,0.15,3400
1129,INV-2024-10-10-0129,10/10/2024,6,515,16,8,900,506,0.00,7200
1130,INV-2024-07-27-0130,7/27/2024,8,507,2,2,1200,727,0.00,2400
1131,INV-2025-03-19-0131,3/19/2025,7,561,2,5,1200,707,0.00,6000
1132,INV-2025-07-17-0132,7/17/2025,1,610,3,8,600,433,0.00,4800
1133,INV-2025-06-08-0133,6/8/2025,6,575,7,4,400,275,0.15,1360
1134,INV-2023-09-20-0134,9/20/2023,4,577,9,5,2500,1776,0.00,12500
1135,INV-2025-09-21-0135,9/21/2025,8,531,10,4,1800,1006,0.00,7200
1136,INV-2024-12-03-0136,12/3/2024,8,632,20,7,4500,3314,0.00,31500
1137,INV-2023-11-13-0137,11/13/2023,2,671,9,5,2500,1811,0.05,11875
1138,INV-2023-11-22-0138,11/22/2023,5,566,20,3,4500,3149,0.00,13500
1139,INV-2025-11-11-0139,11/11/2025,7,612,13,1,800,531,0.15,680
1140,INV-2025-11-06-0140,11/6/2025,4,664,13,6,800,446,0.00,4800
1141,INV-2024-04-13-0141,4/13/2024,4,628,20,2,4500,3100,0.10,8100
1142,INV-2025-08-20-0142,8/20/2025,5,581,6,1,500,340,0.00,500
1143,INV-2024-06-21-0143,6/21/2024,1,585,1,5,650,427,0.05,3087.5
1144,INV-2024-02-09-0144,2/9/2024,6,619,4,5,1500,890,0.15,6375
1145,INV-2024-12-11-0145,12/11/2024,2,517,18,1,750,483,0.05,712.5
1146,INV-2024-07-23-0146,7/23/2024,6,574,8,7,300,185,0.00,2100
1147,INV-2025-05-26-0147,5/26/2025,6,587,10,7,1800,1068,0.05,11970
1148,INV-2024-11-03-0148,11/3/2024,2,622,14,7,1200,774,0.10,7560
1149,INV-2025-10-21-0149,10/21/2025,5,696,19,7,850,637,0.00,5950
1150,INV-2025-02-08-0150,2/8/2025,1,549,20,3,4500,2640,0.05,12825
1151,INV-2024-10-15-0151,10/15/2024,5,685,2,1,1200,770,0.10,1080
1152,INV-2025-12-31-0152,12/31/2025,8,528,7,5,400,291,0.00,2000
1153,INV-2023-05-26-0153,5/26/2023,1,641,9,8,2500,1722,0.15,17000
1154,INV-2025-01-19-0154,1/19/2025,8,533,19,4,850,536,0.05,3230
1155,INV-2025-09-19-0155,9/19/2025,7,675,2,2,1200,831,0.00,2400
1156,INV-2025-01-08-0156,1/8/2025,8,563,13,1,800,501,0.10,720
1157,INV-2025-08-17-0157,8/17/2025,2,687,7,4,400,288,0.15,1360
1158,INV-2025-12-01-0158,12/1/2025,6,651,4,6,1500,916,0.05,8550
1159,INV-2025-11-08-0159,11/8/2025,7,685,13,4,800,481,0.00,3200
1160,INV-2024-07-02-0160,7/2/2024,8,682,7,6,400,273,0.05,2280
1161,INV-2025-06-10-0161,6/10/2025,6,616,7,1,400,253,0.05,380
1162,INV-2025-07-05-0162,7/5/2025,2,660,15,8,3500,2363,0.15,23800
1163,INV-2025-02-09-0163,2/9/2025,7,669,3,4,600,366,0.15,2040
1164,INV-2024-12-10-0164,12/10/2024,5,612,8,2,300,197,0.10,540
1165,INV-2025-11-30-0165,11/30/2025,7,645,1,7,650,402,0.10,4095
1166,INV-2023-07-04-0166,7/4/2023,7,567,8,7,300,183,0.05,1995
1167,INV-2025-09-25-0167,9/25/2025,1,692,16,1,900,643,0.10,810
1168,INV-2024-11-26-0168,11/26/2024,6,518,19,8,850,510,0.10,6120
1169,INV-2023-11-18-0169,11/18/2023,1,640,5,6,700,498,0.00,4200
1170,INV-2024-12-03-0170,12/3/2024,8,571,11,3,1500,1102,0.15,3825
1171,INV-2025-09-25-0171,9/25/2025,5,670,14,3,1200,684,0.00,3600
1172,INV-2025-06-07-0172,6/7/2025,8,618,19,1,850,630,0.10,765
1173,INV-2025-01-07-0173,1/7/2025,2,611,1,5,650,428,0.00,3250
1174,INV-2025-03-09-0174,3/9/2025,4,677,13,5,800,463,0.00,4000
1175,INV-2024-09-20-0175,9/20/2024,7,639,13,3,800,566,0.05,2280
1176,INV-2024-01-15-0176,1/15/2024,1,553,4,2,1500,1016,0.00,3000
1177,INV-2024-12-23-0177,12/23/2024,5,690,1,8,650,365,0.00,5200
1178,INV-2025-09-18-0178,9/18/2025,5,671,11,4,1500,1012,0.10,5400
1179,INV-2024-10-20-0179,10/20/2024,6,680,7,8,400,276,0.00,3200
1180,INV-2025-12-10-0180,12/10/2025,5,614,20,6,4500,2676,0.05,25650
1181,INV-2025-06-21-0181,6/21/2025,6,655,5,6,700,495,0.10,3780
1182,INV-2025-07-23-0182,7/23/2025,3,545,16,6,900,604,0.10,4860
1183,INV-2025-09-14-0183,9/14/2025,6,556,8,8,300,187,0.05,2280
1184,INV-2025-11-21-0184,11/21/2025,1,627,3,1,600,341,0.00,600
1185,INV-2025-01-08-0185,1/8/2025,8,652,20,7,4500,2531,0.00,31500
1186,INV-2025-05-10-0186,5/10/2025,3,607,18,5,750,419,0.00,3750
1187,INV-2025-03-04-0187,3/4/2025,1,679,15,5,3500,2080,0.00,17500
1188,INV-2024-05-29-0188,5/29/2024,6,592,1,4,650,478,0.05,2470
1189,INV-2023-01-31-0189,1/31/2023,1,567,12,5,1200,760,0.00,6000
1190,INV-2024-07-21-0190,7/21/2024,2,569,6,2,500,322,0.05,950
1191,INV-2025-01-23-0191,1/23/2025,8,580,17,4,2200,1392,0.10,7920
1192,INV-2025-03-19-0192,3/19/2025,5,593,15,8,3500,2295,0.05,26600
1193,INV-2024-07-13-0193,7/13/2024,5,573,10,7,1800,1001,0.00,12600
1194,INV-2024-08-05-0194,8/5/2024,5,659,17,4,2200,1372,0.15,7480
1195,INV-2025-01-30-0195,1/30/2025,8,678,3,7,600,390,0.05,3990
1196,INV-2025-07-19-0196,7/19/2025,4,649,3,2,600,360,0.10,1080
1197,INV-2025-05-23-0197,5/23/2025,5,640,2,5,1200,784,0.00,6000
1198,INV-2024-05-23-0198,5/23/2024,1,637,5,7,700,485,0.00,4900
1199,INV-2025-04-22-0199,4/22/2025,7,615,19,1,850,567,0.00,850
1200,INV-2025-08-08-0200,8/8/2025,4,518,16,4,900,663,0.10,3240
1201,INV-2025-04-18-0201,4/18/2025,1,648,1,4,650,451,0.05,2470
1202,INV-2024-09-14-0202,9/14/2024,4,655,10,6,1800,1054,0.00,10800
1203,INV-2025-06-02-0203,6/2/2025,5,664,7,4,400,281,0.00,1600
1204,INV-2023-06-23-0204,6/23/2023,3,589,7,1,400,279,0.15,340
1205,INV-2024-12-06-0205,12/6/2024,5,666,6,6,500,339,0.00,3000
1206,INV-2023-08-16-0206,8/16/2023,5,676,13,5,800,502,0.00,4000
1207,INV-2025-09-08-0207,9/8/2025,1,607,8,5,300,181,0.05,1425
1208,INV-2025-04-19-0208,4/19/2025,2,673,9,3,2500,1723,0.10,6750
1209,INV-2024-11-19-0209,11/19/2024,7,575,11,8,1500,827,0.10,10800
1210,INV-2025-02-26-0210,2/26/2025,7,626,4,5,1500,840,0.00,7500
1211,INV-2025-07-04-0211,7/4/2025,6,593,18,6,750,471,0.00,4500
1212,INV-2025-11-05-0212,11/5/2025,1,553,16,4,900,576,0.15,3060
1213,INV-2023-08-27-0213,8/27/2023,2,686,18,1,750,432,0.10,675
1214,INV-2025-01-03-0214,1/3/2025,7,620,20,7,4500,3146,0.10,28350
1215,INV-2023-04-16-0215,4/16/2023,6,685,3,3,600,363,0.00,1800
1216,INV-2024-06-17-0216,6/17/2024,7,508,5,2,700,485,0.00,1400
1217,INV-2025-03-29-0217,3/29/2025,2,588,8,5,300,176,0.15,1275
1218,INV-2025-06-13-0218,6/13/2025,4,529,3,3,600,338,0.10,1620
1219,INV-2025-07-05-0219,7/5/2025,7,605,19,2,850,533,0.15,1445
1220,INV-2023-04-19-0220,4/19/2023,1,579,7,6,400,295,0.10,2160
1221,INV-2025-11-09-0221,11/9/2025,7,651,10,5,1800,1328,0.00,9000
1222,INV-2024-12-28-0222,12/28/2024,6,542,4,1,1500,904,0.05,1425
1223,INV-2025-03-27-0223,3/27/2025,2,575,6,7,500,362,0.10,3150
1224,INV-2024-05-30-0224,5/30/2024,2,696,18,2,750,524,0.10,1350
1225,INV-2025-09-23-0225,9/23/2025,5,652,8,8,300,204,0.00,2400
1226,INV-2025-04-06-0226,4/6/2025,8,567,19,2,850,490,0.00,1700
1227,INV-2025-07-11-0227,7/11/2025,5,612,7,6,400,296,0.10,2160
1228,INV-2024-02-02-0228,2/2/2024,8,550,1,5,650,382,0.05,3087.5
1229,INV-2024-05-29-0229,5/29/2024,4,639,13,6,800,557,0.00,4800
1230,INV-2025-12-31-0230,12/31/2025,1,501,11,5,1500,966,0.00,7500
1231,INV-2025-07-01-0231,7/1/2025,4,517,16,3,900,625,0.15,2295
1232,INV-2025-10-09-0232,10/9/2025,5,673,11,7,1500,897,0.15,8925
1233,INV-2023-11-08-0233,11/8/2023,4,638,5,3,700,481,0.10,1890
1234,INV-2024-08-20-0234,8/20/2024,4,606,19,6,850,632,0.00,5100
1235,INV-2025-06-24-0235,6/24/2025,1,595,5,8,700,480,0.05,5320
1236,INV-2024-03-20-0236,3/20/2024,8,676,12,2,1200,674,0.00,2400
1237,INV-2025-01-19-0237,1/19/2025,2,622,1,3,650,468,0.00,1950
1238,INV-2025-01-19-0238,1/19/2025,3,637,3,6,600,440,0.10,3240
1239,INV-2025-02-09-0239,2/9/2025,7,672,18,4,750,542,0.10,2700
1240,INV-2025-03-30-0240,3/30/2025,5,574,14,8,1200,711,0.15,8160
1241,INV-2025-12-04-0241,12/4/2025,5,622,16,3,900,587,0.00,2700
1242,INV-2023-09-27-0242,9/27/2023,6,638,20,6,4500,3089,0.05,25650
1243,INV-2025-07-22-0243,7/22/2025,7,519,9,7,2500,1855,0.15,14875
1244,INV-2025-09-09-0244,9/9/2025,6,602,3,2,600,336,0.10,1080
1245,INV-2024-04-19-0245,4/19/2024,3,637,15,3,3500,2323,0.00,10500
1246,INV-2024-12-03-0246,12/3/2024,3,655,15,5,3500,2143,0.10,15750
1247,INV-2025-12-16-0247,12/16/2025,1,555,1,3,650,420,0.00,1950
1248,INV-2024-04-19-0248,4/19/2024,2,542,3,3,600,356,0.15,1530
1249,INV-2023-04-15-0249,4/15/2023,5,547,2,6,1200,829,0.10,6480
1250,INV-2024-10-22-0250,10/22/2024,2,700,18,1,750,559,0.10,675
1251,INV-2024-11-08-0251,11/8/2024,4,621,2,3,1200,773,0.05,3420
1252,INV-2025-06-01-0252,6/1/2025,4,579,3,7,600,441,0.15,3570
1253,INV-2023-10-27-0253,10/27/2023,6,659,2,7,1200,877,0.00,8400
1254,INV-2024-05-12-0254,5/12/2024,3,630,18,5,750,450,0.10,3375
1255,INV-2025-02-02-0255,2/2/2025,5,544,8,6,300,205,0.05,1710
1256,INV-2024-02-15-0256,2/15/2024,2,619,17,2,2200,1312,0.05,4180
1257,INV-2025-04-25-0257,4/25/2025,8,608,12,4,1200,749,0.00,4800
1258,INV-2025-03-06-0258,3/6/2025,4,558,5,2,700,483,0.10,1260
1259,INV-2025-08-19-0259,8/19/2025,6,605,14,6,1200,690,0.05,6840
1260,INV-2025-12-06-0260,12/6/2025,6,591,18,5,750,532,0.00,3750
1261,INV-2025-01-30-0261,1/30/2025,1,574,9,7,2500,1533,0.00,17500
1262,INV-2025-08-23-0262,8/23/2025,7,545,4,3,1500,1119,0.00,4500
1263,INV-2024-10-15-0263,10/15/2024,8,637,8,2,300,218,0.10,540
1264,INV-2025-08-27-0264,8/27/2025,4,680,10,7,1800,1280,0.05,11970
1265,INV-2025-09-09-0265,9/9/2025,1,687,7,6,400,260,0.00,2400
1266,INV-2024-08-12-0266,8/12/2024,2,531,3,1,600,359,0.15,510
1267,INV-2025-10-11-0267,10/11/2025,6,654,11,1,1500,980,0.15,1275
1268,INV-2025-08-22-0268,8/22/2025,3,591,12,2,1200,690,0.00,2400
1269,INV-2025-09-03-0269,9/3/2025,2,546,17,2,2200,1289,0.00,4400
1270,INV-2024-10-11-0270,10/11/2024,5,577,10,2,1800,1263,0.00,3600
1271,INV-2024-11-30-0271,11/30/2024,6,622,4,3,1500,981,0.10,4050
1272,INV-2025-06-30-0272,6/30/2025,2,632,5,1,700,506,0.05,665
1273,INV-2025-05-04-0273,5/4/2025,3,530,15,3,3500,2320,0.05,9975
1274,INV-2025-08-30-0274,8/30/2025,6,661,4,6,1500,1066,0.00,9000
1275,INV-2025-07-20-0275,7/20/2025,7,627,3,4,600,338,0.05,2280
1276,INV-2025-11-25-0276,11/25/2025,3,666,14,6,1200,785,0.05,6840
1277,INV-2025-11-06-0277,11/6/2025,1,610,9,1,2500,1713,0.00,2500
1278,INV-2023-10-09-0278,10/9/2023,4,641,19,8,850,468,0.05,6460
1279,INV-2025-02-16-0279,2/16/2025,3,667,16,8,900,527,0.15,6120
1280,INV-2024-03-03-0280,3/3/2024,2,650,12,3,1200,763,0.00,3600
1281,INV-2025-08-28-0281,8/28/2025,3,502,12,2,1200,718,0.10,2160
1282,INV-2025-12-28-0282,12/28/2025,8,612,1,8,650,459,0.15,4420
1283,INV-2025-08-12-0283,8/12/2025,6,630,19,3,850,494,0.10,2295
1284,INV-2025-06-02-0284,6/2/2025,1,645,18,2,750,547,0.05,1425
1285,INV-2023-03-19-0285,3/19/2023,2,590,11,4,1500,936,0.05,5700
1286,INV-2025-05-13-0286,5/13/2025,7,536,11,3,1500,880,0.10,4050
1287,INV-2025-06-05-0287,6/5/2025,4,504,6,2,500,295,0.10,900
1288,INV-2025-08-24-0288,8/24/2025,2,581,10,1,1800,1153,0.10,1620
1289,INV-2025-08-10-0289,8/10/2025,2,523,9,2,2500,1835,0.10,4500
1290,INV-2025-01-11-0290,1/11/2025,3,636,11,4,1500,1104,0.05,5700
1291,INV-2025-02-17-0291,2/17/2025,5,532,15,2,3500,2512,0.10,6300
1292,INV-2023-07-14-0292,7/14/2023,7,553,17,1,2200,1232,0.05,2090
1293,INV-2025-09-21-0293,9/21/2025,7,575,3,7,600,339,0.05,3990
1294,INV-2024-11-28-0294,11/28/2024,8,604,8,8,300,169,0.00,2400
1295,INV-2025-05-21-0295,5/21/2025,5,579,18,5,750,472,0.05,3562.5
1296,INV-2025-06-03-0296,6/3/2025,8,595,2,6,1200,800,0.10,6480
1297,INV-2024-07-01-0297,7/1/2024,1,524,1,5,650,456,0.00,3250
1298,INV-2024-10-10-0298,10/10/2024,1,530,16,1,900,627,0.00,900
1299,INV-2023-10-27-0299,10/27/2023,8,593,18,3,750,416,0.00,2250
1300,INV-2025-11-19-0300,11/19/2025,8,603,4,6,1500,941,0.05,8550
1301,INV-2025-03-26-0301,3/26/2025,3,629,10,8,1800,1335,0.00,14400
1302,INV-2025-11-14-0302,11/14/2025,1,693,20,8,4500,2594,0.00,36000
1303,INV-2024-11-10-0303,11/10/2024,5,649,5,8,700,401,0.05,5320
1304,INV-2024-12-15-0304,12/15/2024,6,611,8,7,300,218,0.05,1995
1305,INV-2025-04-18-0305,4/18/2025,8,521,2,2,1200,668,0.15,2040
1306,INV-2024-11-23-0306,11/23/2024,3,564,4,7,1500,1105,0.00,10500
1307,INV-2024-01-31-0307,1/31/2024,5,615,18,2,750,440,0.10,1350
1308,INV-2025-07-26-0308,7/26/2025,8,606,17,7,2200,1269,0.05,14630
1309,INV-2025-12-21-0309,12/21/2025,4,505,8,4,300,193,0.15,1020
1310,INV-2024-12-16-0310,12/16/2024,5,656,10,1,1800,1037,0.05,1710
1311,INV-2025-03-11-0311,3/11/2025,4,688,4,4,1500,861,0.00,6000
1312,INV-2025-10-28-0312,10/28/2025,2,568,15,5,3500,2605,0.15,14875
1313,INV-2025-12-14-0313,12/14/2025,6,533,17,5,2200,1631,0.10,9900
1314,INV-2025-08-10-0314,8/10/2025,3,690,5,5,700,521,0.05,3325
1315,INV-2025-08-03-0315,8/3/2025,2,545,2,7,1200,864,0.10,7560
1316,INV-2025-08-20-0316,8/20/2025,2,646,2,1,1200,754,0.15,1020
1317,INV-2025-07-04-0317,7/4/2025,4,513,11,7,1500,935,0.00,10500
1318,INV-2025-07-20-0318,7/20/2025,7,695,15,4,3500,2030,0.15,11900
1319,INV-2025-08-07-0319,8/7/2025,2,675,6,1,500,374,0.05,475
1320,INV-2023-10-08-0320,10/8/2023,4,559,14,3,1200,822,0.00,3600
1321,INV-2024-01-01-0321,1/1/2024,5,672,20,3,4500,2794,0.10,12150
1322,INV-2025-04-05-0322,4/5/2025,6,664,2,1,1200,820,0.15,1020
1323,INV-2025-08-03-0323,8/3/2025,8,519,1,3,650,470,0.10,1755
1324,INV-2024-12-02-0324,12/2/2024,1,594,11,8,1500,1121,0.05,11400
